317,255,33,28
318,252,31,29
316,249,33,33
318,254,31,26
317,254,31,27
317,254,33,27
316,254,31,28
316,251,33,30
316,254,33,28
316,251,32,30
317,251,33,31
316,249,33,33
318,253,32,29
317,255,32,27
317,254,33,28
317,254,32,27
318,254,32,27
317,253,32,28
317,251,32,31
317,250,32,32
317,250,32,32
317,252,32,29
316,253,32,30
317,250,32,30
316,251,31,30
317,247,32,33
317,246,31,35
317,252,31,29
317,252,31,29
317,250,32,30
317,249,33,32
316,248,33,33
316,245,35,35
316,244,32,38
318,242,28,40
317,241,29,43
313,239,29,46
311,236,30,50
311,236,30,50
311,236,30,50
311,236,30,50
311,236,30,50
317,197,34,52
317,197,34,52
317,197,34,52
317,197,34,52
317,197,34,52
317,197,34,52
313,187,38,55
313,187,38,55
303,189,45,52
300,187,48,52
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
299,186,58,57
313,158,48,60
315,146,46,74
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
316,153,45,69
297,136,53,70
297,136,53,70
297,136,53,70
297,136,53,70
297,136,53,70
297,136,53,70
287,151,45,61
287,156,43,49
283,160,43,48
277,162,45,42
270,165,48,39
269,170,51,35
268,167,52,37
265,164,53,40
263,160,54,44
262,158,54,45
259,155,53,46
256,151,52,48
243,139,58,60
243,139,58,60
243,139,58,60
243,139,58,60
243,139,58,60
243,139,58,60
243,139,58,60
200,129,64,71
184,124,71,76
184,124,71,76
163,237,77,59
154,238,90,48
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
148,242,95,41
10,139,96,55
-1,132,86,62
0,131,72,73
0,138,68,74
0,149,64,66
0,165,60,53
0,168,57,48
-1,171,57,47
0,171,52,47
0,174,52,47
2,178,60,50
0,167,52,46
1,168,59,47
16,166,54,57
16,158,48,47
29,155,39,57
38,142,36,63
33,144,43,60
45,132,36,68
47,134,37,65
48,133,37,60
46,136,41,54
47,135,41,51
48,134,43,56
50,131,43,59
52,131,41,56
52,132,43,52
51,129,43,51
51,120,46,59
51,125,49,51
61,118,56,59
61,107,60,68
67,102,67,82
73,100,66,89
81,98,62,95
87,99,59,81
85,96,61,81
89,96,58,82
89,96,51,83
87,95,46,89
89,93,36,86
88,93,32,81
87,99,32,81
85,103,37,84
79,100,42,84
78,103,44,86
74,103,49,87
74,106,49,83
75,108,50,81
76,109,51,83
77,111,52,77
74,111,61,81
77,109,59,81
81,110,61,81
85,109,57,80
87,109,58,79
89,111,58,74
90,110,59,74
91,109,58,72
92,110,56,69
94,108,53,72
96,110,52,69
98,109,51,65
101,106,49,67
105,109,46,61
105,110,47,56
107,114,46,52
108,119,42,47
111,121,44,41
111,121,44,41
110,116,54,38
110,116,54,38
107,134,47,35
107,134,44,41
105,133,45,49
102,129,51,56
101,129,51,62
99,129,56,66
98,131,58,69
98,132,59,70
101,129,61,75
106,131,61,71
115,126,60,73
121,128,58,72
127,134,55,64
134,134,51,63
139,131,54,65
147,128,52,67
164,127,47,67
181,131,34,59
190,135,36,54
197,134,36,55
200,135,42,54
197,132,48,53
196,140,53,41
199,143,50,39
206,149,48,36
214,153,43,31
227,152,32,30
228,145,37,35
231,138,34,41
234,144,32,46
239,139,32,48
248,134,37,49
258,132,38,55
260,132,49,66
266,132,52,66
287,122,42,72
311,120,48,62
303,116,56,69
305,105,65,78
323,93,61,85
330,84,66,84
346,76,62,83
353,68,64,88
359,63,69,84
361,56,76,95
371,53,74,92
373,49,80,90
378,46,80,90
382,41,80,91
386,37,82,95
388,34,84,102
388,32,88,111
380,30,103,137
402,18,88,118
415,26,82,98
422,25,82,94
428,27,87,88
437,27,86,83
443,31,92,81
448,38,90,74
457,38,91,71
463,42,98,63
466,39,103,65
466,36,101,74
465,31,105,78
464,28,110,71
469,21,101,74
480,7,94,79
474,3,97,82
475,8,88,69
478,0,85,65
473,4,76,61
468,3,79,58
468,3,79,58
468,3,79,58
468,3,79,58
468,3,79,58
468,3,79,58
468,3,79,58
470,2,72,51
470,2,72,51
470,2,72,51
470,2,72,51
499,0,67,48
499,0,67,48
499,0,67,48
533,0,61,41
532,1,65,48
537,5,60,52
543,19,54,41
536,21,51,29
536,21,51,29
530,17,48,32
524,13,41,36
519,9,32,42
511,19,32,33
502,18,25,36
497,20,26,34
497,20,26,34
497,20,26,34
476,24,33,35
470,18,38,36
463,37,41,44
454,27,44,41
449,30,41,36
440,19,41,41
430,20,49,47
425,48,51,61
426,39,51,73
425,28,48,88
426,24,47,91
425,28,48,84
425,31,48,82
425,26,50,82
426,17,47,90
426,13,50,90
428,14,49,88
428,37,51,98
441,12,53,80
443,12,62,61
451,15,63,59
457,21,60,59
459,23,59,63
461,26,60,64
464,25,60,70
468,29,58,70
468,23,63,75
473,25,59,77
476,24,60,80
482,30,52,78
484,33,51,83
488,33,46,85
494,35,43,88
498,51,42,77
499,45,42,89
506,57,38,89
508,58,40,95
510,53,41,106
512,58,41,93
514,62,39,94
514,66,38,91
514,66,38,91
513,74,37,92
513,74,37,92
513,74,37,92
513,74,37,92
497,94,41,79
497,94,41,79
490,110,44,67
481,110,41,60
480,109,38,62
488,107,28,64
487,106,26,65
486,104,26,70
483,101,27,73
480,98,28,78
474,95,32,79
467,94,35,84
460,94,40,92
459,86,37,102
458,87,35,99
457,98,36,89
458,106,34,82
457,113,35,74
453,122,35,66
445,127,38,63
443,131,36,59
441,136,31,49
438,143,27,43
433,145,27,41
430,149,30,36
427,153,30,31
426,160,29,25
424,163,31,19
420,167,31,15
420,167,31,15
454,161,35,16
454,161,35,16
454,161,35,16
461,160,33,20
461,160,33,20
461,160,33,20
459,160,34,26
459,160,34,26
454,162,39,23
451,163,43,23
450,162,48,24
449,161,56,25
449,161,56,25
446,159,60,25
446,159,60,25
447,161,60,24
446,160,61,24
446,160,61,24
446,159,62,25
447,158,61,24
448,159,59,25
449,157,58,27
447,159,60,24
449,160,58,25
450,158,57,26
445,159,63,24
448,157,60,27
448,157,60,27
448,157,60,27
446,160,60,22
447,159,60,26
447,159,60,26
448,159,59,25
447,160,60,25
447,158,60,27
448,158,60,25
447,158,61,25
448,158,60,23
449,160,58,25
446,158,61,24
449,159,58,24
446,159,61,25
448,158,59,24
448,160,58,25
448,160,58,25
448,160,59,25
448,159,60,25
449,159,58,26
448,161,60,24
448,160,58,25
447,161,59,23
449,160,58,25
451,159,55,24
448,159,60,24
448,159,59,24
448,160,60,24
449,159,58,27
449,158,59,27
447,158,61,25
447,159,60,25
447,158,60,25
448,158,60,28
447,159,60,25
448,160,58,24
447,160,58,26
449,162,56,24
448,160,59,25
448,160,60,24
449,159,58,26
448,159,59,24
447,159,60,25
446,158,62,25
446,159,62,24
447,160,60,24
447,158,60,26
445,158,62,24
447,160,60,25
447,159,61,25
447,158,60,25
446,158,61,24
447,157,61,25
448,158,60,25
446,157,62,23
447,157,59,26
447,157,61,26
450,157,58,26
447,157,60,25
446,158,61,23
447,158,60,24
447,157,60,25
447,158,61,25
446,157,63,24
447,158,60,26
446,158,61,23
446,158,62,23
448,158,60,26
446,157,62,24
447,159,61,25
446,159,63,24
446,158,61,25
446,158,61,23
446,159,61,22
447,159,61,25
447,159,59,25
444,157,63,25
446,155,62,26
446,155,62,27
445,156,64,25
447,155,62,28
449,158,59,26
446,157,62,25
445,159,63,24
445,158,62,24
449,158,58,26
449,160,58,25
449,159,59,25
449,161,58,25
448,158,59,26
446,160,62,24
448,159,59,25
448,160,59,24
448,160,58,25
449,158,59,27
446,158,62,26
448,159,60,25
446,159,62,24
448,160,60,24
447,160,60,25
447,159,60,25
447,159,61,28
448,160,59,25
450,160,56,27
449,159,59,26
448,159,59,26
448,158,59,25
448,158,59,26
448,158,60,27
447,159,60,25
448,160,59,26
448,161,59,24
446,159,61,24
450,161,57,25
447,160,60,25
448,159,59,25
449,161,57,25
448,160,60,25
448,161,59,24
447,160,60,25
448,159,60,25
446,159,61,25
447,160,61,24
448,159,59,25
