234,80,52,37
231,78,52,38
230,78,53,38
228,78,53,38
227,79,53,36
227,78,52,37
226,77,53,38
225,76,50,39
225,77,49,36
225,76,49,36
225,76,50,36
225,75,50,38
225,76,50,37
225,74,51,38
225,74,50,39
224,73,50,41
228,75,48,46
230,77,45,46
232,78,44,45
232,77,43,47
232,74,44,47
232,73,46,46
230,69,47,46
228,61,51,48
228,56,47,48
226,49,51,41
226,45,53,43
228,35,53,42
230,31,53,38
233,26,53,40
236,21,52,43
238,15,49,48
242,10,47,52
241,12,46,54
240,18,49,51
241,29,47,42
241,37,50,37
246,50,44,35
245,63,45,37
240,70,48,39
243,76,49,50
246,79,41,54
250,86,37,56
250,91,39,56
250,93,39,54
252,94,37,51
251,94,37,50
248,89,38,47
242,82,48,49
242,80,50,48
241,75,52,39
241,72,55,33
243,65,54,35
246,58,53,37
247,56,53,38
249,52,51,42
251,51,51,42
250,56,50,39
246,67,53,37
246,70,54,37
244,82,56,41
245,89,52,43
250,103,49,45
256,112,45,51
260,113,39,53
265,119,35,48
270,120,30,48
271,120,30,48
269,117,30,50
268,117,31,47
262,117,30,43
257,106,33,47
248,97,40,52
241,89,45,47
239,85,45,47
235,75,49,44
235,73,50,35
235,66,52,34
237,58,52,36
242,55,48,38
244,49,49,42
248,48,47,43
249,49,47,43
250,54,47,43
250,58,47,42
250,67,48,38
250,72,50,36
252,81,49,36
253,85,48,34
254,93,50,34
256,102,51,30
260,111,50,32
264,120,48,30
277,128,49,40
282,128,58,42
286,128,51,51
283,130,55,50
286,128,51,50
280,129,57,52
287,128,50,54
281,128,56,48
279,128,57,48
270,129,68,43
263,127,73,42
251,115,77,51
259,124,74,45
248,98,71,36
246,89,69,41
243,83,79,44
236,69,68,41
237,62,68,35
248,57,55,34
254,49,49,39
261,48,42,40
264,48,42,42
266,49,42,44
268,55,46,45
269,69,44,34
270,80,40,37
253,80,47,42
277,95,54,33
276,113,50,25
251,53,49,29
284,129,50,38
284,131,50,40
286,131,50,47
291,128,44,54
293,128,43,52
290,129,45,46
286,128,47,43
278,128,57,41
263,120,64,46
253,103,51,43
247,92,49,41
244,82,52,41
242,72,51,37
243,62,52,35
244,55,52,36
248,48,49,40
253,45,46,40
261,44,42,40
265,45,40,44
268,49,43,44
270,56,45,44
282,73,45,37
280,86,41,44
276,88,39,40
277,74,39,35
283,129,48,41
283,127,50,41
283,131,50,41
281,131,55,45
277,130,59,44
267,129,71,45
268,128,68,47
267,130,70,40
245,129,62,38
240,121,49,40
233,112,50,40
231,109,52,39
226,103,50,41
224,99,48,42
221,93,47,40
218,89,49,38
217,88,50,36
215,85,52,34
216,84,52,34
216,81,53,34
217,77,53,36
220,76,50,36
223,70,47,40
227,68,47,40
230,66,45,42
233,67,45,41
233,68,44,40
234,69,46,41
233,69,47,42
235,72,45,42
233,75,44,41
234,75,47,40
233,76,46,40
233,76,48,40
233,77,49,39
233,77,47,37
234,76,47,39
233,77,47,39
231,77,48,40
230,81,51,36
228,84,49,38
226,85,52,41
225,91,52,42
226,95,50,41
225,100,47,41
224,105,48,38
224,105,48,37
223,108,51,38
224,110,50,36
225,111,49,38
227,115,51,36
228,114,51,36
234,116,46,37
237,120,47,34
244,122,46,38
252,125,45,36
252,125,49,35
261,126,47,34
270,125,44,31
281,123,39,33
286,113,36,35
243,54,43,32
234,62,51,34
232,68,53,37
233,73,55,43
237,85,53,44
284,64,44,38
272,64,50,35
268,59,54,37
259,56,51,36
249,55,52,37
246,56,51,38
237,58,56,37
233,60,54,38
230,62,52,40
227,69,50,41
226,81,48,41
227,92,49,43
230,104,48,41
234,114,50,38
242,124,48,37
251,128,47,37
259,129,45,36
267,128,43,36
273,125,42,31
282,116,38,32
281,112,37,25
265,74,36,31
248,89,27,33
279,78,32,34
265,66,41,34
257,54,46,39
249,49,50,39
242,47,52,40
233,46,54,41
229,49,54,41
226,54,48,43
226,67,45,40
224,76,49,42
227,89,46,41
229,101,49,43
234,112,49,38
243,120,46,39
252,127,46,38
259,132,44,38
270,132,42,37
