151,103,168,166
146,106,172,157
148,106,161,154
129,105,170,156
125,101,170,159
124,98,169,165
121,97,173,154
127,99,169,153
127,90,164,158
136,86,164,155
151,84,167,152
165,70,163,152
168,77,159,148
182,66,160,151
214,71,157,138
255,67,146,139
293,61,124,141
321,63,130,150
335,70,140,130
354,76,140,129
370,84,140,128
371,86,139,118
377,91,131,122
365,95,133,126
358,101,131,126
329,101,132,120
305,98,122,123
294,94,123,122
236,93,121,113
196,89,116,116
126,83,132,111
95,73,121,116
44,51,117,124
5,29,106,140
10,22,93,140
9,22,89,133
9,22,89,133
9,22,89,133
117,187,103,110
107,192,108,92
4,15,109,114
0,16,112,117
21,57,108,122
39,76,104,114
89,98,104,113
121,106,111,126
177,125,116,108
191,124,126,108
225,131,126,109
280,134,108,104
313,131,108,102
327,125,109,109
328,122,108,111
327,121,119,112
313,125,117,115
281,137,111,113
232,144,127,113
158,151,143,116
102,155,159,115
104,151,138,120
17,117,135,150
-1,80,99,143
122,163,102,115
119,196,102,101
111,199,107,81
111,199,107,81
111,199,107,81
117,200,106,66
126,207,102,45
128,208,99,42
128,208,99,42
128,208,99,42
19,155,84,55
61,176,89,62
161,197,92,76
224,169,110,92
228,162,131,101
237,154,132,106
264,143,127,102
277,141,122,102
289,134,122,104
278,134,123,106
234,144,136,110
218,146,145,108
160,152,144,112
84,159,156,108
57,153,144,114
15,137,132,126
4,135,100,136
130,177,96,111
120,189,101,84
117,195,107,61
111,205,117,49
105,206,120,45
122,207,105,42
127,208,99,41
127,207,98,42
141,208,85,40
137,207,91,41
130,207,94,43
22,169,92,48
138,209,94,41
145,209,95,48
199,226,115,54
247,196,116,67
258,184,120,88
284,153,123,111
305,117,128,121
302,114,133,122
274,101,148,130
250,97,153,136
207,96,180,129
182,104,154,137
159,99,158,128
143,97,132,119
141,101,113,105
153,100,106,95
180,105,82,89
200,116,81,89
218,122,82,82
228,126,78,77
232,123,82,79
230,123,81,79
248,120,81,84
255,118,85,87
261,119,89,92
262,118,98,105
260,118,104,106
253,109,115,116
244,97,126,126
239,84,126,135
223,40,137,148
211,26,145,155
199,10,147,154
211,15,147,166
210,20,145,159
214,36,135,163
229,73,127,147
234,85,120,136
239,98,121,119
244,102,115,116
262,111,97,98
272,106,87,91
274,94,77,79
278,77,71,77
274,63,71,78
271,55,72,74
267,48,66,70
262,51,70,74
260,56,68,76
253,56,73,76
253,57,72,82
240,67,78,90
239,69,88,95
230,68,97,100
225,52,112,113
218,17,124,125
211,-3,135,125
210,-2,145,99
211,-4,141,83
209,-2,146,68
210,-2,152,83
219,22,148,99
223,41,145,98
249,91,138,121
265,113,123,126
292,141,113,118
299,151,107,109
307,172,107,106
318,189,103,109
323,195,107,93
330,197,96,80
325,187,101,99
329,197,97,82
332,200,93,83
327,195,98,95
